ID,LATITUDE,LONGITUDE,TIMESTAMP
1,23.2792445,-106.4128595,2024-01-15T20:31:26Z
1,23.2769083,-106.4458933,2024-01-15T18:59:37Z
1,23.2965814,-106.4783191,2024-01-15T21:09:03Z
1,23.29341,-106.452495,2024-01-15T20:53:21Z
1,23.27214,-106.41584,2024-01-15T16:45:18Z
1,23.29022,-106.47106,2024-01-09T03:42:43Z
1,23.29022,-106.47107,2024-01-09T00:39:25Z
1,23.29028,-106.47102,2024-01-09T03:42:44Z
1,23.2901507,-106.4710393,2024-01-03T19:09:21Z
1,23.2901594,-106.4710281,2024-01-03T05:00:16Z
1,23.2899935,-106.4707708,2024-01-03T04:58:21Z
1,23.2694222,-106.4521501,2024-01-03T04:50:37Z
1,23.2901428,-106.471033,2024-01-03T22:06:28Z
1,23.2901379,-106.4710465,2024-01-03T17:15:49Z
1,23.2901568,-106.4710346,2024-01-03T07:52:07Z
1,23.2904816,-106.4720653,2024-01-03T21:32:12Z
1,23.2890495,-106.4762357,2024-01-03T21:16:28Z
1,23.2901572,-106.4710407,2024-01-03T10:24:34Z
1,23.290155,-106.4710386,2024-01-03T15:30:14Z
1,23.2901525,-106.4710384,2024-01-03T07:21:07Z
1,23.2842266,-106.4722305,2024-01-03T20:20:31Z
1,23.2905494,-106.4719789,2024-01-03T04:54:36Z
1,23.2644788,-106.4643391,2024-01-03T04:48:22Z
1,23.2901575,-106.4710399,2024-01-03T06:50:21Z
1,23.2854976,-106.4727511,2024-01-03T21:11:19Z
1,23.2901428,-106.471033,2024-01-03T21:36:28Z
1,23.2901413,-106.4710473,2024-01-03T12:26:25Z
1,23.2901575,-106.4710411,2024-01-03T14:29:09Z
1,23.2649381,-106.4634603,2024-01-03T04:48:40Z
1,23.2899935,-106.4707708,2024-01-03T04:57:23Z
1,23.2906776,-106.4717474,2024-01-03T20:06:21Z
1,23.2901574,-106.4710377,2024-01-03T08:23:08Z
1,23.2901499,-106.4710424,2024-01-03T08:39:52Z
1,23.2892717,-106.4714311,2024-01-03T20:10:21Z
1,23.2902691,-106.470918,2024-01-03T17:33:07Z
1,23.2901472,-106.4710422,2024-01-03T18:08:20Z
1,23.2897498,-106.4702882,2024-01-03T17:22:27Z
1,23.2901573,-106.4710251,2024-01-03T18:06:45Z
1,23.2901528,-106.4710399,2024-01-03T17:36:06Z
1,23.2901575,-106.4710411,2024-01-03T13:28:13Z
1,23.2854567,-106.4727802,2024-01-03T20:25:50Z
1,23.2899918,-106.4747304,2024-01-03T21:26:46Z
1,23.2873397,-106.4734314,2024-01-03T20:42:00Z
1,23.2640719,-106.4640891,2024-01-03T02:10:26Z
1,23.2901531,-106.4710417,2024-01-03T05:47:06Z
1,23.290156,-106.4710311,2024-01-03T05:49:17Z
1,23.2853283,-106.4710227,2024-01-03T20:15:30Z
1,23.2855096,-106.4726946,2024-01-03T21:04:18Z
1,23.290156,-106.4710397,2024-01-03T11:25:30Z
1,23.2640773,-106.464085,2024-01-03T01:05:19Z
1,23.264079,-106.4640636,2024-01-03T00:04:34Z
1,23.2901581,-106.4710377,2024-01-03T09:23:36Z
1,23.2901602,-106.471033,2024-01-03T16:59:44Z
1,23.2901521,-106.4710385,2024-01-03T16:30:52Z
1,23.29016,-106.47108,2024-01-03T06:31:00Z
1,23.2901,-106.47103,2024-01-03T06:31:26Z
1,23.29073,-106.47434,2024-01-03T23:06:58Z
1,23.29017,-106.471,2024-01-03T06:31:25Z
1,23.2901,-106.47102,2024-01-03T06:31:00Z
1,23.2901584,-106.4710258,2024-01-27T05:28:16Z
1,23.2640795,-106.4639926,2024-01-27T20:16:11Z
1,23.2641011,-106.4639334,2024-01-27T16:46:31Z
1,23.2640916,-106.4639731,2024-01-27T19:50:18Z
1,23.2640769,-106.4640381,2024-01-27T18:49:14Z
1,23.2901678,-106.4710181,2024-01-27T14:37:25Z
1,23.2901584,-106.4710258,2024-01-27T06:29:18Z
1,23.2901708,-106.4710098,2024-01-27T13:25:29Z
1,23.2901844,-106.4709937,2024-01-27T11:34:37Z
1,23.2902083,-106.4709693,2024-01-27T07:30:34Z
1,23.264085,-106.4639741,2024-01-27T16:39:23Z
1,23.2640666,-106.4640904,2024-01-27T22:23:34Z
1,23.2640895,-106.4639685,2024-01-27T16:58:18Z
1,23.2901908,-106.4709914,2024-01-27T10:33:21Z
1,23.2901666,-106.4710136,2024-01-27T13:36:24Z
1,23.2901825,-106.4709922,2024-01-27T09:32:23Z
1,23.290158,-106.4710144,2024-01-27T14:34:36Z
1,23.2640666,-106.4640904,2024-01-27T23:24:25Z
1,23.264085,-106.4639741,2024-01-27T16:48:00Z
1,23.2640672,-106.4640871,2024-01-27T17:48:09Z
1,23.29013,-106.47101,2024-01-17T03:21:12Z
1,23.29022,-106.47075,2024-01-20T21:25:35Z
1,23.29018,-106.47108,2024-01-20T00:38:51Z
1,23.287,-106.44057,2024-01-20T20:56:03Z
1,23.29018,-106.471,2024-01-20T23:45:31Z
1,23.287,-106.44053,2024-01-20T20:56:00Z
1,23.2901683,-106.471012,2024-02-12T14:55:15Z
1,23.2901455,-106.4710398,2024-02-12T04:19:23Z
1,23.2901479,-106.4710234,2024-02-12T05:20:27Z
1,23.2901828,-106.4709872,2024-02-12T15:21:26Z
1,23.290177,-106.4709945,2024-02-12T15:52:03Z
1,23.2901521,-106.4710279,2024-02-12T03:18:22Z
1,23.2901554,-106.4710254,2024-02-12T02:17:20Z
1,23.2901683,-106.471012,2024-02-12T15:01:02Z
1,23.2901575,-106.4710233,2024-02-12T01:54:10Z
1,23.2901769,-106.4709861,2024-02-12T17:54:18Z
1,23.2901683,-106.471012,2024-02-12T14:52:03Z
1,23.2903149,-106.4708483,2024-02-12T14:49:27Z
1,23.2901804,-106.4709915,2024-02-12T23:00:11Z
1,23.2901621,-106.4710168,2024-02-12T01:16:15Z
1,23.2901769,-106.4709861,2024-02-12T18:55:12Z
1,23.2901682,-106.4709926,2024-02-12T19:56:27Z
1,23.2901814,-106.4709863,2024-02-12T16:53:11Z
1,23.2901486,-106.4710286,2024-01-15T23:27:16Z
1,23.2901393,-106.4710299,2024-01-15T22:27:28Z
1,23.2901535,-106.47103882,2024-01-15T00:17:33Z
1,23.29024,-106.471,2024-01-09T00:39:22Z
1,23.2902855,-106.4708782,2024-02-03T20:46:33Z
1,23.2902067,-106.4709781,2024-02-03T12:26:21Z
1,23.2901391,-106.4710394,2024-02-03T21:28:39Z
1,23.2901622,-106.4710291,2024-02-03T21:25:03Z
1,23.2902855,-106.4708782,2024-02-03T20:50:42Z
1,23.2903241,-106.4708114,2024-02-03T20:34:04Z
1,23.2901433,-106.4710367,2024-02-03T20:27:29Z
1,23.2902246,-106.4709596,2024-02-03T06:20:25Z
1,23.290151,-106.4710334,2024-02-03T02:16:32Z
1,23.2902181,-106.4709601,2024-02-03T08:22:26Z
1,23.2902705,-106.4709048,2024-02-03T19:10:04Z
1,23.2901657,-106.4710283,2024-02-03T19:31:06Z
1,23.2902874,-106.4708943,2024-02-03T21:02:00Z
1,23.2902184,-106.4708802,2024-02-03T20:25:04Z
1,23.2901582,-106.4710296,2024-02-03T01:16:10Z
1,23.290271,-106.4709044,2024-02-03T19:04:19Z
1,23.2902246,-106.4709596,2024-02-03T07:21:24Z
1,23.2902,-106.471,2024-01-31T15:58:27Z
1,23.2902,-106.47105,2024-01-31T15:58:24Z
1,23.29023,-106.47097,2024-01-31T14:18:05Z
1,23.2896,-106.47504,2024-01-21T13:59:30Z
1,23.2896,-106.47502,2024-01-21T13:59:30Z
1,23.27353,-106.45313,2024-02-01T02:58:35Z
1,23.27354,-106.45317,2024-02-01T02:58:32Z
1,23.25944,-106.46274,2024-02-01T02:53:34Z
1,23.27353,-106.45313,2024-02-01T02:58:35Z
1,23.2901602,-106.4710092,2024-01-18T15:12:23Z
1,23.2901399,-106.4710378,2024-01-18T16:14:09Z
1,23.2901514,-106.4710213,2024-01-18T19:17:30Z
1,23.2901472,-106.4710264,2024-01-18T22:20:26Z
1,23.290108,-106.4710601,2024-01-18T17:12:57Z
1,23.2901532,-106.4710316,2024-01-18T14:07:51Z
1,23.2901495,-106.471022,2024-01-18T17:15:19Z
1,23.2901474,-106.4710242,2024-01-18T14:47:34Z
1,23.2901514,-106.4710213,2024-01-18T20:18:38Z
1,23.2901472,-106.4710264,2024-01-18T23:21:35Z
1,23.2901385,-106.4710405,2024-01-18T00:19:32Z
1,23.2901363,-106.4710397,2024-01-18T01:20:19Z
1,23.2901318,-106.4710326,2024-01-18T15:03:49Z
1,23.2901443,-106.4710263,2024-01-18T21:19:29Z
1,23.29019,-106.47103,2024-01-21T07:28:55Z
1,23.2896,-106.47504,2024-01-21T13:59:30Z
1,23.29021,-106.47108,2024-01-21T03:24:14Z
1,23.29028,-106.471,2024-01-09T00:39:25Z
1,23.23898,-106.44585,2024-01-01T01:39:00Z
1,23.29001,-106.471,2024-01-01T17:23:43Z
1,23.25613,-106.43963,2024-01-01T21:20:31Z
1,23.29011,-106.471,2024-01-01T05:51:26Z
1,23.29026,-106.47107,2024-01-01T23:54:26Z
1,23.29016,-106.471,2024-01-01T05:51:21Z
1,23.2382,-106.44518,2024-01-01T01:34:00Z
1,23.26307,-106.4648,2024-01-01T00:40:43Z
1,23.23891,-106.44583,2024-01-01T01:39:52Z
1,23.29023,-106.47106,2024-01-01T23:54:28Z
1,23.27375,-106.44662,2024-01-01T21:26:05Z
1,23.23891,-106.4458,2024-01-01T01:39:54Z
1,23.29013,-106.471,2024-01-01T05:51:21Z
1,23.27375,-106.44663,2024-01-01T21:26:00Z
1,23.29007,-106.47102,2024-01-01T17:23:45Z
1,23.26308,-106.46486,2024-01-01T00:40:44Z
1,23.25611,-106.43967,2024-01-01T21:20:37Z
1,23.24574,-106.45348,2024-01-01T00:47:34Z
1,23.27371,-106.44665,2024-01-01T21:26:02Z
1,23.26303,-106.46485,2024-01-01T00:40:48Z
1,23.2901,-106.47105,2024-01-01T02:15:43Z
1,23.29025,-106.47104,2024-01-01T23:54:00Z
1,23.26076,-106.46521,2024-01-25T23:56:28Z
1,23.27352,-106.45317,2024-01-25T02:13:32Z
1,23.29014,-106.4711,2024-01-25T17:00:55Z
1,23.2901,-106.4711,2024-01-25T17:00:58Z
1,23.26071,-106.46516,2024-01-25T23:57:05Z
1,23.26077,-106.4651,2024-01-25T23:57:03Z
1,23.2905,-106.47104,2024-01-25T23:47:56Z
1,23.29023,-106.471,2024-01-25T09:48:18Z
1,23.2904,-106.47097,2024-01-25T03:07:10Z
1,23.25945,-106.46277,2024-01-25T02:08:31Z
1,23.29025,-106.471,2024-01-25T09:48:15Z
1,23.29015,-106.47104,2024-01-25T23:11:01Z
1,23.29012,-106.47192,2024-01-25T01:31:17Z
1,23.29021,-106.47107,2024-01-25T17:19:00Z
1,23.29021,-106.47102,2024-01-25T17:19:09Z
1,23.29023,-106.471,2024-01-25T09:48:18Z
1,23.29009,-106.47103,2024-01-25T22:10:49Z
1,23.27353,-106.4531,2024-01-25T02:13:38Z
1,23.29015,-106.47107,2024-01-25T23:11:10Z
1,23.29059,-106.47109,2024-01-25T23:47:51Z
1,23.26071,-106.46524,2024-01-25T23:56:28Z
1,23.2901519,-106.4710239,2024-02-17T14:20:19Z
1,23.2901605,-106.4710281,2024-02-17T20:26:23Z
1,23.2901464,-106.4710289,2024-02-17T16:22:28Z
1,23.2901464,-106.4710289,2024-02-17T15:21:20Z
1,23.2901605,-106.4710281,2024-02-17T19:25:22Z
1,23.2901555,-106.471019,2024-02-17T01:07:17Z
1,23.2901361,-106.4710498,2024-02-17T03:09:18Z
1,23.27213,-106.41586,2024-01-15T16:45:16Z
1,23.28357,-106.42164,2024-01-15T20:58:21Z
1,23.29023,-106.471,2024-01-28T04:09:00Z
1,23.29022,-106.47102,2024-01-28T04:09:17Z
1,23.27382,-106.41951,2024-01-02T18:15:20Z
1,23.29011,-106.4711,2024-01-02T03:05:10Z
1,23.27382,-106.41952,2024-01-02T18:15:18Z
1,23.29026,-106.47105,2024-01-02T02:57:47Z
1,23.27382,-106.41951,2024-01-02T18:15:21Z
1,23.29025,-106.47105,2024-01-02T02:57:00Z
1,23.2902549,-106.4709077,2024-01-17T10:28:20Z
1,23.29013,-106.471,2024-01-08T06:36:21Z
1,23.27374,-106.44666,2024-01-08T22:11:00Z
1,23.29011,-106.471,2024-01-08T06:36:26Z
1,23.29016,-106.471,2024-01-08T06:36:23Z
1,23.29013,-106.471,2024-01-08T06:36:00Z
1,23.27378,-106.44665,2024-01-08T22:11:00Z
1,23.27373,-106.44664,2024-01-08T22:11:00Z
1,23.2901779,-106.4709876,2024-02-06T20:42:39Z
1,23.2902011,-106.4709795,2024-02-06T22:44:21Z
1,23.2902011,-106.4709795,2024-02-06T23:45:38Z
1,23.2903509,-106.4708508,2024-02-06T18:48:37Z
1,23.2899733,-106.4708483,2024-02-06T19:10:44Z
1,23.2901503,-106.4710389,2024-02-06T18:22:03Z
1,23.2898183,-106.470945,2024-02-06T19:09:15Z
1,23.2902236,-106.4709576,2024-02-06T05:21:19Z
1,23.2640765,-106.4639725,2024-02-06T17:58:05Z
1,23.2901547,-106.4710306,2024-02-06T18:24:30Z
1,23.264082,-106.4639679,2024-02-06T17:15:50Z
1,23.2902292,-106.4709495,2024-02-06T05:37:34Z
1,23.2901503,-106.4710389,2024-02-06T18:20:22Z
1,23.290221,-106.4709185,2024-02-06T15:43:12Z
1,23.2901663,-106.4710124,2024-02-06T14:48:28Z
1,23.2901485,-106.4710556,2024-02-06T20:52:57Z
1,23.2901896,-106.4709915,2024-02-06T04:36:38Z
1,23.290161,-106.4710321,2024-02-06T15:49:31Z
1,23.248,-106.43011,2024-01-23T18:46:00Z
1,23.26915,-106.41767,2024-01-23T18:13:00Z
1,23.26915,-106.41767,2024-01-23T18:13:25Z
1,23.26913,-106.41763,2024-01-23T18:13:23Z
1,23.2901575,-106.4710293,2024-02-26T23:15:21Z
1,23.2901802,-106.4709947,2024-02-26T22:14:24Z
1,23.2901501,-106.4710245,2024-01-16T17:07:30Z
1,23.29026,-106.4709009,2024-01-16T15:05:22Z
1,23.2901406,-106.471035,2024-01-16T16:06:33Z
1,23.2901798,-106.4709975,2024-01-16T14:04:17Z
1,23.2901445,-106.4710216,2024-01-16T02:52:20Z
1,23.29021,-106.47108,2024-01-28T04:09:16Z
1,23.29026,-106.471,2024-01-28T04:09:10Z
1,23.28288,-106.42831,2024-01-22T18:49:08Z
1,23.28623,-106.43005,2024-01-22T18:38:46Z
1,23.29017,-106.47096,2024-01-22T22:53:33Z
1,23.29021,-106.47106,2024-01-22T23:53:56Z
1,23.2901849,-106.4709992,2024-01-31T15:51:17Z
1,23.2640684,-106.4640878,2024-01-31T23:16:53Z
1,23.2640605,-106.4640797,2024-01-31T16:52:25Z
1,23.25868,-106.42677,2024-01-31T18:07:00Z
1,23.2901966,-106.4709907,2024-01-31T04:59:37Z
1,23.2641009,-106.4638973,2024-01-31T20:21:24Z
1,23.2902,-106.471,2024-01-31T15:58:26Z
1,23.2901966,-106.4709907,2024-01-31T05:59:39Z
1,23.2634915,-106.4641794,2024-01-31T23:11:22Z
1,23.29026,-106.47092,2024-01-31T14:18:00Z
1,23.29022,-106.47099,2024-01-31T14:18:04Z
1,23.2640581,-106.4640922,2024-01-31T23:22:03Z
1,23.29021,-106.47098,2024-01-31T14:18:06Z
1,23.2580892,-106.4601445,2024-01-31T22:18:17Z
1,23.29012,-106.47105,2024-02-03T16:40:12Z
1,23.2902169,-106.4709519,2024-02-27T22:13:16Z
1,23.2885801,-106.4687475,2024-02-27T20:04:57Z
1,23.2901942,-106.4709932,2024-02-27T20:11:03Z
1,23.2640825,-106.4640421,2024-02-27T19:47:20Z
1,23.2885801,-106.4687475,2024-02-27T20:05:42Z
1,23.23836,-106.44512,2024-01-22T01:34:04Z
1,23.28632,-106.43007,2024-01-22T18:39:32Z
1,23.29012,-106.47104,2024-02-03T16:40:13Z
1,23.28696,-106.4405,2024-02-03T21:41:07Z
1,23.29037,-106.471,2024-01-26T14:41:00Z
1,23.29032,-106.471,2024-01-26T14:41:35Z
1,23.29007,-106.47106,2024-01-25T22:10:00Z
1,23.26077,-106.46518,2024-01-25T23:57:00Z
1,23.2900767,-106.471115,2024-02-28T15:30:52Z
1,23.2640805,-106.4640831,2024-02-28T16:09:46Z
1,23.2640724,-106.4640937,2024-02-28T16:04:37Z
1,23.2901598,-106.4710375,2024-02-28T01:16:21Z
1,23.2901569,-106.4710373,2024-02-28T00:15:28Z
1,23.2901566,-106.4710391,2024-02-28T01:36:34Z
1,23.2901545,-106.4710368,2024-02-24T03:45:17Z
1,23.2901584,-106.4710274,2024-02-24T03:22:12Z
1,23.2901461,-106.471056,2024-02-24T06:48:18Z
1,23.2901442,-106.471055,2024-02-24T12:55:09Z
1,23.2640834,-106.4640858,2024-01-02T19:56:52Z
1,23.2167083,-106.2649217,2024-01-02T20:33:55Z
1,23.3202359,-106.4643241,2024-01-02T20:11:20Z
1,23.2640583,-106.464013,2024-01-02T19:42:39Z
1,23.2732918,-106.4476151,2024-01-02T15:31:19Z
1,23.30596,-106.3939316,2024-01-02T20:18:07Z
1,23.2802873,-106.4468774,2024-01-02T22:07:16Z
1,23.3097272,-106.426666,2024-01-02T20:15:51Z
1,23.2750378,-106.4561905,2024-01-02T19:33:31Z
1,23.213074,-106.2667538,2024-01-02T21:31:17Z
1,23.2578901,-106.304159,2024-01-02T21:35:48Z
1,23.2800151,-106.4451068,2024-01-02T21:54:38Z
1,23.2787246,-106.446237,2024-01-02T15:41:22Z
1,23.3085927,-106.4042543,2024-01-02T21:42:34Z
1,23.28173,-106.4689802,2024-01-02T19:31:30Z
1,23.1944522,-106.2756982,2024-01-02T20:36:10Z
1,23.1670853,-106.270268,2024-01-02T20:54:19Z
1,23.2901518,-106.471044,2024-01-02T17:30:22Z
1,23.2649881,-106.4618585,2024-01-02T19:36:01Z
1,23.2991195,-106.4808594,2024-01-02T19:26:59Z
1,23.2800068,-106.4450013,2024-01-02T22:01:10Z
1,23.301933,-106.4803912,2024-01-02T20:09:05Z
1,23.2814808,-106.3339283,2024-01-02T21:38:03Z
1,23.2735084,-106.4471819,2024-01-02T15:37:00Z
1,23.2705844,-106.4518417,2024-01-02T22:17:15Z
1,23.2750553,-106.4558653,2024-01-02T15:25:55Z
1,23.2800068,-106.4450013,2024-01-02T21:55:19Z
1,23.290147,-106.4710335,2024-01-02T09:44:27Z
1,23.3377004,-106.4528798,2024-01-02T20:13:36Z
1,23.2660764,-106.4580027,2024-01-02T20:01:59Z
1,23.2856459,-106.4708336,2024-01-02T20:06:49Z
1,23.2755954,-106.4479367,2024-01-02T15:51:08Z
1,23.2766,-106.4474233,2024-01-02T22:09:39Z
1,23.2544771,-106.3013065,2024-01-02T20:24:53Z
1,23.2932128,-106.3696102,2024-01-02T21:40:19Z
1,23.168607,-106.2742402,2024-01-02T20:38:25Z
1,23.2901465,-106.4710333,2024-01-02T10:45:25Z
1,23.2992709,-106.4814756,2024-01-02T19:29:14Z
1,23.2901433,-106.4710283,2024-01-02T00:30:19Z
1,23.2640819,-106.464056,2024-01-02T23:03:17Z
1,23.2779377,-106.3285888,2024-01-02T20:22:37Z
1,23.2732918,-106.4476151,2024-01-02T15:28:10Z
1,23.286282,-106.4710602,2024-01-02T17:00:44Z
1,23.2170221,-106.2646163,2024-01-02T21:32:07Z
1,23.2857361,-106.4711858,2024-01-02T15:23:39Z
1,23.168607,-106.2742402,2024-01-02T20:43:29Z
1,23.2807433,-106.4454167,2024-01-02T22:05:01Z
1,23.2213113,-106.2686891,2024-01-02T20:31:39Z
1,23.1670853,-106.270268,2024-01-02T20:59:19Z
1,23.1888862,-106.2755198,2024-01-02T21:29:02Z
1,23.2901463,-106.4710353,2024-01-02T08:43:18Z
1,23.2300288,-106.2780826,2024-01-02T21:33:33Z
1,23.2805329,-106.4457898,2024-01-02T21:49:20Z
1,23.266614,-106.4549556,2024-01-02T20:02:18Z
1,23.2901373,-106.4710303,2024-01-02T01:31:15Z
1,23.2901457,-106.4710323,2024-01-02T12:52:05Z
1,23.2805329,-106.4457898,2024-01-02T21:51:07Z
1,23.1675511,-106.2707579,2024-01-02T21:26:46Z
1,23.2640719,-106.4640785,2024-01-02T16:28:45Z
1,23.2640583,-106.464013,2024-01-02T19:53:11Z
1,23.2640789,-106.4640881,2024-01-02T16:00:11Z
1,23.2759081,-106.4472273,2024-01-02T15:30:03Z
1,23.2901373,-106.4710303,2024-01-02T02:01:15Z
1,23.264283,-106.4642741,2024-01-02T15:55:39Z
1,23.27634,-106.46653,2024-01-02T15:45:00Z
1,23.2802583,-106.4451583,2024-01-02T15:45:13Z
1,23.2901471,-106.4710325,2024-01-02T02:32:31Z
1,23.2787246,-106.446237,2024-01-02T15:39:15Z
1,23.2640926,-106.4640396,2024-01-02T16:14:15Z
1,23.290146,-106.4710287,2024-01-02T13:35:09Z
1,23.2641087,-106.4639558,2024-01-02T22:25:58Z
1,23.2901437,-106.4710281,2024-01-02T04:35:18Z
1,23.2901459,-106.471033,2024-01-02T03:33:22Z
1,23.287492,-106.4407389,2024-01-02T21:47:05Z
1,23.2601133,-106.463805,2024-01-02T20:00:03Z
1,23.3026331,-106.4238775,2024-01-02T21:44:50Z
1,23.2905533,-106.470935,2024-01-02T15:21:23Z
1,23.2901437,-106.4710281,2024-01-02T05:36:45Z
1,23.266294,-106.462052,2024-01-02T22:19:31Z
1,23.2751962,-106.4565357,2024-01-02T20:04:34Z
1,23.2862567,-106.470955,2024-01-02T17:09:20Z
1,23.2641142,-106.4639376,2024-01-02T22:41:39Z
1,23.2660087,-106.462213,2024-01-02T16:56:15Z
1,23.264283,-106.4642741,2024-01-02T16:11:56Z
1,23.2902889,-106.4708455,2024-01-02T17:15:12Z
1,23.2901617,-106.4707883,2024-01-02T17:11:36Z
1,23.290141,-106.4710293,2024-01-02T13:53:44Z
1,23.2751767,-106.456316,2024-01-02T16:58:31Z
1,23.2277501,-106.2757509,2024-01-02T20:27:08Z
1,23.2869188,-106.471453,2024-01-02T17:09:50Z
1,23.2660663,-106.4573479,2024-01-02T15:53:23Z
1,23.2862697,-106.4710465,2024-01-02T17:01:57Z
1,23.2804933,-106.4456167,2024-01-02T15:48:53Z
1,23.27641,-106.4666,2024-01-02T15:45:00Z
1,23.2770708,-106.4474812,2024-01-02T22:15:00Z
1,23.2901465,-106.4710333,2024-01-02T11:50:06Z
1,23.2899667,-106.4706667,2024-01-02T15:12:31Z
1,23.29024,-106.471,2024-01-02T02:57:42Z
1,23.2901565,-106.4710378,2024-01-02T18:32:08Z
